movie_title,content_rating,genres,directors,runtime,tomatometer_status,tomatometer_rating,audience_rating,tomatometer_top_critics_count
Never Say Macbeth,NR,Comedy,C.J. Prouty,87,Fresh,100,59,0
Fantastic Mr. Fox,PG,"Action & Adventure, Animation, Comedy, Kids & Family",Wes Anderson,88,Certified-Fresh,93,85,53
The Art Of Travel,R,"Action & Adventure, Art House & International, Drama, Romance",Thomas Whelan,101,Fresh,63,51,1
Ballet Shoes,PG,"Drama, Kids & Family",Sandra Goldbacher,90,Fresh,100,66,1
The Perfect Game,PG,"Drama, Kids & Family, Sports & Fitness",William Dear,118,Rotten,57,70,17
Shutter Island,R,"Action & Adventure, Drama, Mystery & Suspense",Martin Scorsese,138,Fresh,68,76,57
Disfigured,NR,"Comedy, Drama",Glenn Gers,96,Fresh,71,61,1
Bustin' Down the Door,PG,"Documentary, Sports & Fitness",Jeremy Gosch,95,Fresh,79,73,16
Ninja Assassin,R,"Action & Adventure, Drama",James McTeigue,99,Rotten,26,54,33
Recount,NR,"Comedy, Drama, Television",Jay Roach,117,Certified-Fresh,78,81,21
I Love You Beth Cooper,PG-13,Comedy,Chris Columbus,102,Rotten,13,32,40
Far North,R,Drama,Asif Kapadia,89,Fresh,83,47,1
11/11/2011,PG-13,"Drama, Horror",Darren Lynn Bousman,82,Rotten,7,17,3
11 Minutes (11 Minut),NR,"Art House & International, Drama, Mystery & Suspense",Jerzy Skolimowski,81,Fresh,74,38,5
The 11th Hour,PG,"Documentary, Special Interest","Nadia Conners, Leila Conners",95,Fresh,67,69,33
The Informant!,R,"Comedy, Drama, Mystery & Suspense",,108,Certified-Fresh,79,44,50
RoboCop,PG-13,"Action & Adventure, Science Fiction & Fantasy",José Padilha,117,Rotten,48,49,48
The Wrecking Crew,PG,"Documentary, Musical & Performing Arts",Denny Tedesco,102,Certified-Fresh,94,84,20
Closing the Ring,R,"Drama, Romance",Richard Attenborough,119,Rotten,33,58,6
Dorian Gray,R,"Drama, Horror",Oliver Parker,112,Rotten,44,39,9
Nobel Son,PG-13,"Comedy, Drama, Mystery & Suspense",Randall Miller,110,Rotten,25,44,26
17 Again,PG-13,"Comedy, Drama, Science Fiction & Fantasy",Burr Steers,102,Rotten,56,67,43
The Good Life,R,"Art House & International, Comedy, Drama",Steve Berra,90,Rotten,20,53,1
The Tooth Fairy,PG,"Comedy, Kids & Family, Science Fiction & Fantasy",Michael Lembeck,102,Rotten,17,41,34
The Greatest,R,Drama,Shana Feste,100,Rotten,53,53,26
Labor Pains,PG-13,Comedy,Lara Shapiro,89,Rotten,0,30,0
Dark Streets,R,"Drama, Musical & Performing Arts",Rachel Samuels,83,Rotten,19,14,10
The Book of Revelation,NR,"Drama, Horror, Musical & Performing Arts, Mystery & Suspense",Ana Kokkinos,119,Fresh,69,42,5
Open Window,R,Drama,Mia Goldman,97,Rotten,20,33,2
Green Zone,R,"Drama, Mystery & Suspense",Paul Greengrass,115,Rotten,53,57,51
Easy Virtue,PG-13,"Comedy, Romance",Stephan Elliott,96,Rotten,52,47,43
Dear Zachary: A Letter to a Son About His Father,NR,"Documentary, Drama, Special Interest",Kurt Kuenne,95,Certified-Fresh,94,96,10
Under the Sea 3D,G,Documentary,Howard Hall,35,Certified-Fresh,94,75,22
Dance of the Dead,R,"Action & Adventure, Horror",Gregg Bishop,95,Fresh,80,51,1
Fetching Cody,NR,"Comedy, Drama, Science Fiction & Fantasy",David Ray,87,Rotten,0,69,3
Me and Orson Welles,PG-13,"Art House & International, Comedy, Drama",Richard Linklater,107,Certified-Fresh,85,61,40
Center Stage: Turn It Up,PG-13,Drama,Steven Jacobson,90,Fresh,60,58,1
The Children,R,Horror,Tom Shankland,84,Fresh,76,50,5
War Child,PG-13,"Documentary, Musical & Performing Arts, Special Interest",C. Karim Chrobog,94,Rotten,50,79,2
Garbage Warrior,NR,"Documentary, Musical & Performing Arts",Oliver Hodge,86,Fresh,83,85,2
The Last House on the Left,R,"Drama, Horror, Mystery & Suspense",Dennis Iliadis,110,Rotten,42,52,40
The Crazies,R,"Action & Adventure, Drama, Horror, Mystery & Suspense, Science Fiction & Fantasy",Breck Eisner,101,Fresh,70,56,41
9,PG-13,"Action & Adventure, Animation, Drama, Science Fiction & Fantasy",Shane Acker,79,Rotten,57,56,44
The Three Stooges,PG,Comedy,"Bobby Farrelly, Peter Farrelly",92,Rotten,52,47,34
The Lodger,R,"Drama, Horror, Mystery & Suspense",David Ondaatje,96,Rotten,24,29,8
Paper Man,R,"Comedy, Drama","Kieran Mulroney, Michele Mulroney",110,Rotten,32,48,14
Creation,PG-13,Drama,Jon Amiel,108,Rotten,46,49,32
Our Man in Havana,NR,"Classics, Comedy, Drama, Mystery & Suspense",Carol Reed,107,Fresh,94,77,5
Crips and Bloods: Made in America,NR,"Documentary, Special Interest",Stacy Peralta,105,Fresh,76,73,10
Tennessee,R,Drama,Aaron Woodley,99,Rotten,33,52,13
Free Style,PG,"Drama, Kids & Family",William Dear,94,Rotten,33,54,13
Helen,R,Drama,Sandra Nettelbeck,120,Rotten,44,49,4
Four Flies on Grey Velvet (4 mosche di velluto grigio),PG,"Art House & International, Drama, Horror, Mystery & Suspense",Dario Argento,104,Fresh,67,60,2
Weapons,NR,"Art House & International, Drama",Adam Bhala Lough,85,Rotten,0,55,1
Islander,R,Drama,Ian McCrudden,100,Fresh,88,83,4
The Taking of Pelham 1 2 3,R,"Action & Adventure, Mystery & Suspense",Tony Scott,106,Rotten,51,52,56
Obsessed,PG-13,"Drama, Mystery & Suspense",Steve Shill,108,Rotten,19,46,28
Katyn,NR,"Art House & International, Drama",Andrzej Wajda,121,Certified-Fresh,91,75,30
Sugarhouse,R,"Drama, Mystery & Suspense",Gary Love,90,Rotten,29,52,9
Weather Girl,R,Comedy,Blayne Weaver,93,Rotten,33,36,2
Unmade Beds,NR,"Comedy, Drama",Alexis Dos Santos,92,Fresh,76,68,13
Adam,PG-13,"Drama, Romance",Max Mayer,97,Fresh,66,72,38
Tyson,R,"Documentary, Sports & Fitness",James Toback,90,Certified-Fresh,85,79,50
The Boys Are Back,PG-13,Drama,Scott Hicks,104,Fresh,73,61,44
Splice,R,"Horror, Science Fiction & Fantasy",Vincenzo Natali,107,Certified-Fresh,75,37,38
Crossing Arizona,NR,"Documentary, Special Interest","Joseph Mathew, Dan DeVivo",97,Fresh,100,79,4
It's Complicated,R,"Comedy, Romance",Nancy Meyers,120,Rotten,58,60,48
The Cove,PG-13,Documentary,Louie Psihoyos,94,Certified-Fresh,95,94,42
Vinyan,R,"Art House & International, Drama, Horror, Mystery & Suspense",Fabrice Du Welz,96,Rotten,53,32,3
12:08 East of Bucharest (A fost sau n-a fost?),NR,"Art House & International, Comedy, Drama",Corneliu Porumboiu,89,Certified-Fresh,96,75,24
Black Sun,NR,"Documentary, Musical & Performing Arts, Special Interest",Gary Tarn,,Fresh,75,85,1
Mary and Max,G,"Animation, Comedy, Drama",Adam Elliot,92,Certified-Fresh,95,92,13
New York,NR,"Action & Adventure, Art House & International, Drama",Kabir Khan,154,Rotten,57,66,4
Puss in Boots,PG,"Action & Adventure, Animation, Comedy, Kids & Family, Science Fiction & Fantasy",Chris Miller,90,Certified-Fresh,86,67,31
Mystery Team,R,"Comedy, Mystery & Suspense",Dan Eckman,106,Rotten,58,64,6
Reunion,NR,Drama,Alan Hruska,95,Rotten,19,33,8
The Last Word,R,"Comedy, Drama","Geoffrey Haley, Geoff Haley",94,Rotten,40,48,1
El Baño del Papa (The Pope's Toilet),NR,"Art House & International, Comedy, Drama","César Charlone, Enrique Fernández",97,Fresh,88,79,12
The Twilight Saga: Eclipse,PG-13,"Drama, Science Fiction & Fantasy, Romance",David Slade,124,Rotten,48,60,52
Antichrist,NR,"Art House & International, Drama, Horror, Mystery & Suspense",Lars von Trier,109,Rotten,53,55,48
Splinterheads,R,Comedy,Brant Sersen,94,Rotten,27,50,6
Baby on Board,R,Comedy,Brian Herzlinger,95,Rotten,20,19,1
Extract,R,Comedy,Mike Judge,91,Fresh,62,38,44
The Debt,R,"Drama, Mystery & Suspense",John Madden,112,Certified-Fresh,77,66,45
Everybody's Fine,PG-13,"Comedy, Drama",Kirk Jones,95,Rotten,48,53,41
Last Night,R,"Drama, Romance",Massy Tadjedin,92,Rotten,53,46,23
Howl,R,"Animation, Drama, Special Interest","Jeffrey Friedman, Rob Epstein, Robert Epstein",84,Fresh,63,58,35
Life During Wartime,R,"Comedy, Drama",Todd Solondz,98,Fresh,68,48,40
The Friends of Eddie Coyle,R,"Classics, Drama, Horror, Mystery & Suspense",Peter Yates,100,Fresh,100,88,5
The Skeptic,NR,"Horror, Mystery & Suspense",Tennyson Bardwell,89,Rotten,8,27,5
Remember Me,PG-13,"Drama, Romance",Allen Coulter,113,Rotten,27,69,42
Uncle Nino,PG,"Comedy, Drama",Robert Shallcross,100,Rotten,21,69,14
What Goes Up,R,"Comedy, Drama",Jonathan Glatzer,104,Rotten,16,31,15
"C'est Pas Moi, Je le Jure! (It's Not Me, I Swear!)",NR,"Art House & International, Comedy, Kids & Family",Philippe Falardeau,105,Fresh,100,85,2
Home,PG-13,"Art House & International, Documentary, Drama",Mary Haverstick,84,Fresh,94,73,14
Triangle,R,Mystery & Suspense,Christopher Smith (VIII),99,Certified-Fresh,80,66,8
BLAST!,NR,"Action & Adventure, Documentary",Paul Devlin,74,Fresh,67,,7
Get Him to the Greek,R,Comedy,Nicholas Stoller,108,Certified-Fresh,72,62,47
Home,NR,"Documentary, Drama, Kids & Family",Yann Arthus-Bertrand,90,Rotten,0,86,2
The End of the Line,NR,"Documentary, Special Interest",Rupert Murray,82,Certified-Fresh,78,82,20
The Eclipse,R,"Art House & International, Drama, Horror, Romance",Conor McPherson,88,Certified-Fresh,75,48,25
The Blind Side,PG-13,"Comedy, Drama, Sports & Fitness",John Lee Hancock,128,Fresh,66,85,39
Stone of Destiny,PG,"Action & Adventure, Comedy, Drama",Charles Martin Smith,96,Rotten,53,58,5
The Sunchaser,R,"Action & Adventure, Drama, Mystery & Suspense",Michael Cimino,122,Rotten,17,40,2
Furry Vengeance,PG,"Comedy, Kids & Family",Roger Kumble,91,Rotten,7,32,24
Warrior,PG-13,"Action & Adventure, Drama",Gavin O'Connor,139,Certified-Fresh,83,92,46
Beyond a Reasonable Doubt,PG-13,"Drama, Mystery & Suspense",Peter Hyams,105,Rotten,7,36,14
A Prophet (Un prophete),R,"Art House & International, Drama",Jacques Audiard,154,Certified-Fresh,97,89,48
Homecoming,R,"Horror, Mystery & Suspense",Morgan J. Freeman,88,Rotten,0,33,9
American Son,R,Drama,Neil Abramson,85,Fresh,100,51,2
The Narrows,R,Drama,François Velle,106,Rotten,25,47,6
Big Fan,R,"Comedy, Drama",Robert D. Siegel,88,Certified-Fresh,86,62,28
Salt,PG-13,"Action & Adventure, Mystery & Suspense",Phillip Noyce,100,Fresh,62,59,55
Did You Hear About the Morgans?,PG-13,"Comedy, Drama, Romance",Marc Lawrence (II),103,Rotten,11,27,39
World's Greatest Dad,R,"Comedy, Drama",Bobcat Goldthwait,99,Certified-Fresh,88,67,38
No Impact Man: The Documentary,NR,"Documentary, Special Interest","Justin Schein, Laura Gabbert",92,Certified-Fresh,83,63,18
Ghosted,NR,"Art House & International, Mystery & Suspense, Gay & Lesbian",Monika Treut,92,Rotten,7,17,6
Death in Love,R,Drama,Boaz Yakin,97,Rotten,45,33,11
X Games 3D: The Movie,PG,"Documentary, Sports & Fitness","Steven Lawrence, Steven Lawrence",92,Rotten,38,66,13
Nollywood Babylon,NR,Documentary,"Ben Addelman, Samir Mallal",74,Fresh,83,76,3
The Way We Get By,NR,"Documentary, Special Interest",Aron Gaudet,84,Fresh,92,87,9
Five Minutes of Heaven,R,Drama,Oliver Hirschbiegel,90,Certified-Fresh,75,60,17
Brothers,R,"Drama, Mystery & Suspense",Jim Sheridan,104,Fresh,64,62,50
The Collector,R,"Horror, Mystery & Suspense",Marcus Dunstan,88,Rotten,29,48,14
One Week,NR,Drama,Michael McGowan,94,Rotten,50,73,3
The Hills Run Red,R,Horror,Dave Parker,81,Rotten,57,33,0
Despicable Me,PG,"Animation, Comedy, Kids & Family","Pierre Coffin, Chris Renaud",95,Certified-Fresh,81,82,42
The Disappeared,PG,"Art House & International, Drama, Horror, Mystery & Suspense",Johnny Kevorkian,97,Fresh,64,43,5
Après lui,NR,Drama,Gaël Morel,92,Fresh,83,53,1
The Poker House,R,Drama,Lori Petty,93,Fresh,63,64,3
Deadgirl,R,"Drama, Horror","Gadi Harel, Marcel Sarmiento",101,Rotten,29,40,3
The Meerkats,G,Documentary,James Honeyborne,83,Fresh,73,80,4
Run Robot Run!,NR,Comedy,Daniel O'Connor,82,Fresh,100,62,2
Anita O'Day: The Life of a Jazz Singer,NR,"Documentary, Musical & Performing Arts, Special Interest","Ian McCrudden, Robbie Cavolina",93,Fresh,100,76,14
Carriers,PG-13,"Drama, Horror, Mystery & Suspense, Science Fiction & Fantasy","David Pastor, Alex Pastor",84,Fresh,66,39,7
Earth Days,NR,"Documentary, Special Interest",Robert Stone,102,Fresh,82,59,15
Amreeka,PG-13,Drama,Cherien Dabis,96,Certified-Fresh,87,76,28
I Sell the Dead,NR,"Comedy, Horror",Glenn McQuaid,85,Certified-Fresh,72,46,12
My One and Only,PG-13,Comedy,Richard Loncraine,108,Fresh,68,51,26
The Horse Boy,NR,"Documentary, Special Interest, Sports & Fitness","Michel O. Scott, Michel Orion Scott",94,Fresh,76,75,13
Fifty Dead Men Walking,R,"Action & Adventure, Drama",Kari Skogland,117,Certified-Fresh,83,68,17
Nurse.Fighter.Boy,NR,Drama,Charles Officer,93,Fresh,80,79,3
Art & Copy,NR,"Documentary, Special Interest",Doug Pray,88,Rotten,57,65,12
Triangle (Tie saam gok),R,"Action & Adventure, Art House & International","Ringo Lam, Johnnie To, Hark Tsui",101,Rotten,53,43,8
Franklyn,R,"Drama, Mystery & Suspense, Science Fiction & Fantasy, Romance",Gerald McMorrow,98,Rotten,57,43,9
Ink,NR,"Action & Adventure, Science Fiction & Fantasy",Jamin Winans,102,Fresh,100,81,2
Passing Strange,PG-13,"Documentary, Musical & Performing Arts, Television",Spike Lee,136,Fresh,100,89,10
We Live in Public,NR,"Documentary, Special Interest",Ondi Timoner,90,Certified-Fresh,82,79,19
Staten Island (Little New York),R,"Art House & International, Drama",James DeMonaco,96,Rotten,25,28,6
Kick-Ass,R,"Action & Adventure, Comedy, Drama",Matthew Vaughn,117,Certified-Fresh,76,81,53
Motherland,NR,"Documentary, Special Interest",Jennifer Steinman,80,Fresh,92,67,1
Know Your Mushrooms,G,"Art House & International, Documentary, Special Interest",Ron Mann,74,Fresh,100,54,4
Loren Cass,NR,"Drama, Musical & Performing Arts",Christopher Fuller,83,Fresh,69,26,5
White on Rice,PG-13,Comedy,Dave Boyle,90,Rotten,45,52,4
Blind Date,NR,"Comedy, Drama","Stanley Tucci, Theo van Gogh",80,Rotten,33,34,10
A Single Man,R,Drama,Tom Ford (VIII),99,Certified-Fresh,85,81,50
Not Forgotten,R,Mystery & Suspense,Dror Soref,97,Rotten,15,17,6
Passchendaele,NR,Drama,Paul Gross,,Rotten,40,57,8
The Mighty Celt,NR,Drama,Pearse Elliott,81,Fresh,67,65,0
Paheli,G,"Art House & International, Drama, Mystery & Suspense, Science Fiction & Fantasy",Amol Palekar,140,Rotten,57,66,4
Ice People,NR,"Documentary, Special Interest",Anne Aghion,77,Fresh,89,100,5
Eid milad Laila (Laila's Birthday),G,"Art House & International, Comedy, Drama",Rashid Masharawi,71,Fresh,80,65,4
Shank,R,Drama,Simon Pearce,89,Fresh,60,57,2
Children of the Corn,R,"Horror, Television",Donald P. Borchers,92,Rotten,0,16,0
The Bounty Hunter,PG-13,"Action & Adventure, Comedy, Romance",Andy Tennant,111,Rotten,12,51,44
Chevolution,NR,"Documentary, Musical & Performing Arts","Luis Lopez, Trisha Ziff",99,Fresh,76,74,7
Breaking Point,R,"Action & Adventure, Drama",Jeff Celentano,93,Rotten,0,20,8
Che: Part One (The Argentine),R,"Art House & International, Drama",Steven Soderbergh,129,Fresh,68,75,41
Alice in Wonderland,PG,"Action & Adventure, Kids & Family, Science Fiction & Fantasy",Tim Burton,109,Rotten,51,55,55
An Englishman in New York,NR,"Comedy, Drama",Richard Laxton,75,Fresh,70,72,2
Fix,R,"Action & Adventure, Drama",Tao Ruspoli,93,Rotten,56,57,3
Alice in Wonderland,NR,"Kids & Family, Science Fiction & Fantasy",Norman Z. McLeod,76,Fresh,75,59,0
Waveriders,NR,"Action & Adventure, Documentary, Sports & Fitness",Joel Conroy,80,Rotten,56,59,6
Tony,NR,"Drama, Horror, Mystery & Suspense",Gerard Johnson,72,Fresh,76,58,7
The Losers,PG-13,"Action & Adventure, Drama, Mystery & Suspense",Sylvain White,97,Rotten,48,54,38
127 Hours,R,Drama,Danny Boyle,93,Certified-Fresh,93,85,47
Twelve Monkeys (12 Monkeys),R,"Drama, Science Fiction & Fantasy",Terry Gilliam,131,Certified-Fresh,89,88,22
12 O'clock Boys,NR,"Documentary, Special Interest",Lotfy Nathan,74,Certified-Fresh,92,64,20
12 Rounds,PG-13,"Action & Adventure, Mystery & Suspense",,108,Rotten,30,45,20
12 Strong,R,"Action & Adventure, Drama",Nicolai Fuglsig,130,Rotten,50,62,39
12 Years a Slave,R,Drama,Steve McQueen (III),134,Certified-Fresh,95,90,64
13,R,"Drama, Mystery & Suspense",Géla Babluani,97,Rotten,8,34,7
13 Assassins,R,"Action & Adventure, Art House & International",Takashi Miike,126,Certified-Fresh,95,88,34
13 Cameras,NR,Horror,Victor Zarcoff,87,Fresh,77,35,4
13 Ghosts,NR,"Classics, Horror",William Castle,88,Rotten,36,41,1
13 Going on 30,PG-13,"Comedy, Romance",Gary Winick,97,Fresh,65,70,42
13 Hours: The Secret Soldiers Of Benghazi,R,"Action & Adventure, Drama",Michael Bay,144,Rotten,51,82,45
13 Rue Madeleine,NR,"Action & Adventure, Classics, Drama, Mystery & Suspense",Henry Hathaway,95,Fresh,83,54,0
13 Sins,R,"Horror, Mystery & Suspense",Daniel Stamm,92,Fresh,65,45,7
13 Tzameti,NR,"Art House & International, Drama, Mystery & Suspense",Géla Babluani,93,Certified-Fresh,84,85,26
The 13th Warrior,R,"Action & Adventure, Cult Movies, Science Fiction & Fantasy",John McTiernan,103,Rotten,33,65,21
1408,PG-13,"Horror, Mystery & Suspense",Mikael Håfström,94,Certified-Fresh,80,61,44
1492: Conquest of Paradise,PG-13,"Action & Adventure, Art House & International, Classics, Drama",Ridley Scott,145,Rotten,32,50,6
14 Blades,R,"Action & Adventure, Art House & International",Daniel Lee,116,Fresh,69,52,5
14 Cameras,NR,Horror,"Seth Fuller, Scott Hussion",90,Rotten,22,23,4
14 Hours,NR,"Classics, Drama, Mystery & Suspense",Henry Hathaway,92,Fresh,100,74,1
1:54,NR,"Art House & International, Drama",Yan England,106,Rotten,57,57,3
15 Minutes,R,"Action & Adventure, Drama, Mystery & Suspense, Television",John Herzfeld,120,Rotten,32,37,33
15 Minutes of War (L'intervention),NR,"Action & Adventure, Drama",Fred Grivois,98,Rotten,43,82,2
15 Years,NR,Drama,Yuval Hadadi,89,Fresh,67,,1
16 Acres,NR,"Documentary, Special Interest",Richard Hankin,95,Fresh,100,73,6
16 Blocks,PG-13,"Action & Adventure, Drama, Mystery & Suspense",Richard Donner,102,Rotten,56,57,42
16 Years of Alcohol,R,"Art House & International, Drama",Richard Jobson,97,Fresh,80,68,8
1776,G,"Classics, Drama, Musical & Performing Arts",Peter H. Hunt,141,Fresh,69,84,2
17 Girls,NR,Drama,"Delphine Coulin, Muriel Coulin",90,Fresh,67,39,12
180 South,PG-13,"Documentary, Special Interest",Chris Malloy,85,Fresh,80,85,1
18 Again!,PG,Comedy,Paul Flaherty,100,Rotten,29,46,1
18 Presents (18 Regali),NR,"Art House & International, Drama",Francesco Amato,115,Fresh,60,62,1
1900 (Novecento),R,"Art House & International, Drama",Bernardo Bertolucci,243,Rotten,58,85,4
1911,R,Drama,"Jackie Chan, Li Zhang",125,Rotten,8,30,11
1917,R,Drama,Sam Mendes,119,Certified-Fresh,89,88,48
1922,NR,"Drama, Mystery & Suspense",Zak Hilditch,102,Certified-Fresh,91,57,8
1941,PG,"Action & Adventure, Comedy",Steven Spielberg,118,Rotten,42,48,1
1982,R,Drama,Tommy Oliver,90,Fresh,78,61,2
1984,R,"Drama, Science Fiction & Fantasy, Romance",Michael Radford,115,Fresh,74,71,2
1985,NR,Drama,Yen Tan,85,Certified-Fresh,96,80,12
1,NR,"Horror, Mystery & Suspense",Dennis Iliadis,,Fresh,82,39,3
1 Night (One Night),NR,"Drama, Romance",Minhal Baig,80,Rotten,33,61,4
1BR,NR,Horror,David Marmor,90,Certified-Fresh,86,55,7
"20,000 Days on Earth",NR,"Documentary, Musical & Performing Arts, Special Interest","Iain Forsyth, Jane Pollard",97,Certified-Fresh,95,78,32
2001: A Space Odyssey,G,"Classics, Science Fiction & Fantasy",Stanley Kubrick,139,Certified-Fresh,92,89,28
2010,PG,"Mystery & Suspense, Science Fiction & Fantasy",Peter Hyams,114,Fresh,66,61,7
What Women Want,NR,"Art House & International, Comedy, Romance",Chen Daming,116,Rotten,0,29,3
2012,PG-13,"Action & Adventure, Drama, Mystery & Suspense, Science Fiction & Fantasy",Roland Emmerich,158,Rotten,39,47,51
2016: Obama's America,PG,"Documentary, Special Interest","Dinesh D'Souza, John Sullivan",87,Rotten,26,73,13
2050,NR,"Comedy, Drama, Science Fiction & Fantasy",Princeton Holt,,,,,1
20 Centimeters (20 Centimetres) (20 centímetros),NR,"Art House & International, Comedy, Drama, Musical & Performing Arts",Ramón Salazar,113,Rotten,44,82,7
20 Feet From Stardom,PG-13,"Documentary, Musical & Performing Arts",Morgan Neville,90,Certified-Fresh,99,82,37
20 Million Miles to Earth,PG,"Classics, Horror, Musical & Performing Arts, Science Fiction & Fantasy",Nathan Juran,82,Fresh,73,55,0
20 Weeks,NR,Drama,Leena Pendharkar,89,Fresh,60,20,3
20th Century Women,R,"Comedy, Drama",Mike Mills,118,Certified-Fresh,88,74,43
211,R,"Action & Adventure, Drama",York Alec Shackleton,83,Rotten,4,9,7
1-Feb,NR,"Drama, Science Fiction & Fantasy",Juan Cabral,100,Rotten,56,29,4
21 And Over,R,Comedy,"Scott Moore, Jon Lucas",93,Rotten,27,46,27
21 Grams,R,Drama,Alejandro González Iñárritu,125,Certified-Fresh,80,86,39
21 Jump Street,R,"Action & Adventure, Comedy","Christopher Miller, Phil Lord",110,Certified-Fresh,84,82,45
21 Years: Richard Linklater,NR,"Documentary, Special Interest","Michael Dunaway, Tara Wood",79,Rotten,40,55,7
2:22,PG-13,"Drama, Mystery & Suspense",Paul Currie,99,Rotten,22,38,1
22 Bullets,NR,"Action & Adventure, Art House & International, Drama, Mystery & Suspense",Richard Berry,115,Rotten,46,55,3
22-Jul,R,Drama,Paul Greengrass,143,Certified-Fresh,80,70,28
22 Jump Street,R,"Action & Adventure, Comedy","Phil Lord, Christopher Miller",112,Certified-Fresh,85,77,55
24 City (Er shi si cheng ji),G,"Art House & International, Documentary, Drama",Zhangke Jia,112,Certified-Fresh,91,71,21
24 Days,NR,Drama,Alexandre Arcady,110,Fresh,79,60,8
24 Exposures,NR,Mystery & Suspense,Joe Swanberg,77,Rotten,35,5,10
24 Hour Party People,R,"Comedy, Drama, Musical & Performing Arts",Michael Winterbottom,117,Certified-Fresh,86,87,30
24 Hours on Craigslist,NR,"Documentary, Special Interest",Michael Ferris Gibson,82,Rotten,50,40,5
24 Hours to Live,R,"Action & Adventure, Drama, Mystery & Suspense",Brian Smrz,93,Rotten,52,29,5
24: Redemption,NR,"Action & Adventure, Drama, Mystery & Suspense, Television",Jon Cassar,90,Fresh,80,67,8
My Soul to Take,R,"Horror, Mystery & Suspense","Petra Korner, Wes Craven",107,Rotten,10,26,11
25th Hour,R,Drama,Spike Lee,134,Certified-Fresh,78,85,42
27 Dresses,PG-13,"Comedy, Romance",Anne Fletcher,107,Rotten,41,57,42
28 Days,PG-13,"Comedy, Drama",Betty Thomas,103,Rotten,33,50,25
28 Days Later,R,"Horror, Science Fiction & Fantasy",Danny Boyle,112,Certified-Fresh,87,85,51
28 Hotel Rooms,NR,"Drama, Romance",Matt Ross,82,Rotten,47,38,8
28 Weeks Later...,R,"Horror, Mystery & Suspense, Science Fiction & Fantasy",Juan Carlos Fresnadillo,100,Fresh,71,66,54
29 Palms,R,"Comedy, Drama, Mystery & Suspense",Leonardo Ricagni,93,Rotten,0,37,0
"2 Autumns, 3 Winters",NR,"Art House & International, Comedy, Drama",Sébastien Betbeder,87,Fresh,78,48,3
2 Brothers & a Bride,PG-13,Comedy,Helmut Schleppi,98,Rotten,46,37,6
2 Days in New York,R,"Comedy, Drama",Julie Delpy,95,Fresh,66,42,34
2 Days in Paris,R,"Art House & International, Comedy, Drama, Romance",Julie Delpy,96,Certified-Fresh,87,72,45
2 Days in the Valley,R,"Comedy, Drama, Mystery & Suspense",John Herzfeld,107,Rotten,59,54,13
2 Fast 2 Furious,PG-13,"Action & Adventure, Drama, Mystery & Suspense",John Singleton,108,Rotten,36,50,38
2 Guns,R,"Action & Adventure, Drama, Mystery & Suspense",Baltasar Kormákur,109,Fresh,64,66,50
2 in the Bush: A Love Story,NR,"Comedy, Drama, Romance",Laura Madalinski,97,Fresh,100,80,0
2 Jacks,NR,Drama,Bernard Rose,90,Rotten,38,19,9
2nd Date Sex,NR,Comedy,Rachel Hirons,98,Rotten,44,43,1
3 Backyards,R,Drama,Eric Mendelsohn,87,Fresh,76,29,6
30 Days Of Night: Dark Days,R,Horror,Ben Ketai,92,Rotten,17,14,0
300,R,"Action & Adventure, Drama",Zack Snyder,117,Fresh,61,89,50
3000 Miles to Graceland,R,"Action & Adventure, Drama, Mystery & Suspense","Demian Lichtenstein, Demien Lichtenstein",125,Rotten,14,46,23
300: Rise of an Empire,R,"Action & Adventure, Drama",Noam Murro,103,Rotten,45,51,39
30 Beats,R,"Comedy, Romance",Alexis Lloyd,88,Rotten,5,15,12
30 Days of Night,R,"Horror, Mystery & Suspense",David Slade,113,Rotten,51,56,41
30 Miles from Nowhere,NR,Comedy,Caitlin Koller,,Fresh,80,36,0
30 Minutes or Less,R,"Action & Adventure, Comedy",Ruben Fleischer,83,Rotten,45,40,47
30 Years to Life,R,Comedy,Vanessa Middleton,103,Fresh,67,67,3
31,R,Horror,Rob Zombie,102,Rotten,47,35,8
31 North 62 East (Too Close to the Truth),R,"Art House & International, Drama, Mystery & Suspense",Tristan Loraine,100,Rotten,8,29,5
3:10 to Yuma,R,"Action & Adventure, Drama, Western",James Mangold,120,Certified-Fresh,89,86,56
33 Postcards,NR,"Art House & International, Drama, Musical & Performing Arts",Pauline Chan,97,Rotten,27,43,7
360,R,"Drama, Romance",Fernando Meirelles,113,Rotten,20,32,30
37 Seconds,NR,Drama,Hikari,115,Fresh,88,86,5
388 Arletta Avenue,PG,"Art House & International, Drama, Mystery & Suspense",Randall Cole,86,Rotten,56,23,6
3 (Drei),NR,"Art House & International, Comedy, Drama, Romance",Tom Tykwer,,Rotten,47,55,14
"3, 2, 1... Frankie Go Boom",PG-13,"Comedy, Drama",Jordan Roberts,89,Rotten,45,41,12
3-4x juugatsu (Boiling Point),NR,"Action & Adventure, Art House & International, Comedy, Drama, Mystery & Suspense",Takeshi Kitano,96,Fresh,94,63,6
3 Days To Kill,PG-13,Mystery & Suspense,McG,116,Rotten,27,43,33
3 from Hell,R,Horror,Rob Zombie,122,Rotten,56,59,3
3 Generations,PG-13,"Comedy, Drama",Gaby Dellal,94,Rotten,32,44,17
